Loyalty Number,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cohort,Status,Enrollment Date,Cancellation Date,Tenure Months,Salary Clean,Salary Missing,CLV Band,Card Rank
457605,Ontario,Toronto,M2M 7K8,Female,Bachelor,89781.0,Married,Aurora,8609.16,Standard,2016,8,2017.0,1.0,Pre-2018 Standard,Cancelled,2016-08-01,2017-01-01,5,89781.0,False,6-10k,1
795235,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,89781.0,Married,Aurora,8609.16,Standard,2018,5,2018.0,10.0,2018 Standard,Cancelled,2018-05-01,2018-10-01,5,89781.0,False,6-10k,1
482424,Ontario,Toronto,M2M 6J7,Female,College,,Married,Aurora,8610.67,Standard,2014,9,2015.0,5.0,Pre-2018 Standard,Cancelled,2014-09-01,2015-05-01,8,,True,6-10k,1
168385,Quebec,Hull,J8Y 3Z5,Female,Bachelor,51430.0,Married,Aurora,8613.46,Standard,2014,12,,,Pre-2018 Standard,Active,2014-12-01,,48,51430.0,False,6-10k,1
480675,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,62164.0,Married,Nova,5507.24,2018 Promotion,2018,2,,,2018 Promotion,Active,2018-02-01,,10,62164.0,False,4-6k,2
472225,Quebec,Hull,J8Y 3Z5,Female,Bachelor,65844.0,Single,Aurora,8618.3,Standard,2016,8,,,Pre-2018 Standard,Active,2016-08-01,,28,65844.0,False,6-10k,1
331598,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,64827.0,Married,Aurora,8621.0,Standard,2013,1,,,Pre-2018 Standard,Active,2013-01-01,,71,64827.0,False,6-10k,1
311636,Ontario,Toronto,P1J 8T7,Female,Bachelor,91872.0,Married,Aurora,8621.17,Standard,2014,7,,,Pre-2018 Standard,Active,2014-07-01,,53,91872.0,False,6-10k,1
496668,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,91872.0,Married,Aurora,8621.17,Standard,2018,10,,,2018 Standard,Active,2018-10-01,,2,91872.0,False,6-10k,1
153439,Quebec,Montreal,H2T 2J6,Female,College,,Single,Aurora,8621.19,Standard,2018,9,,,2018 Standard,Active,2018-09-01,,3,,True,6-10k,1
402251,Ontario,Toronto,P1J 8T7,Female,Bachelor,103151.0,Single,Aurora,8622.84,Standard,2017,10,,,Pre-2018 Standard,Active,2017-10-01,,14,103151.0,False,6-10k,1
367782,British Columbia,Victoria,V10 6T5,Female,Bachelor,98209.0,Single,Nova,5565.89,2018 Promotion,2018,2,2018.0,10.0,2018 Promotion,Cancelled,2018-02-01,2018-10-01,8,98209.0,False,4-6k,2
960050,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,103151.0,Single,Aurora,8622.84,Standard,2015,12,,,Pre-2018 Standard,Active,2015-12-01,,36,103151.0,False,6-10k,1
525918,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,63818.0,Married,Aurora,8624.92,Standard,2017,11,,,Pre-2018 Standard,Active,2017-11-01,,13,63818.0,False,6-10k,1
782282,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,68820.0,Married,Aurora,8625.84,Standard,2014,3,,,Pre-2018 Standard,Active,2014-03-01,,57,68820.0,False,6-10k,1
341728,Quebec,Montreal,H2T 2J6,Male,College,,Single,Aurora,8628.3,Standard,2013,7,,,Pre-2018 Standard,Active,2013-07-01,,65,,True,6-10k,1
155253,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,75158.0,Married,Aurora,8629.33,Standard,2017,6,2018.0,2.0,Pre-2018 Standard,Cancelled,2017-06-01,2018-02-01,8,75158.0,False,6-10k,1
258067,Quebec,Quebec City,G1B 3L5,Female,College,,Married,Aurora,8630.7,Standard,2017,8,,,Pre-2018 Standard,Active,2017-08-01,,16,,True,6-10k,1
950437,Ontario,Toronto,M8Y 4K8,Male,Doctor,237790.0,Single,Aurora,8634.36,Standard,2013,10,,,Pre-2018 Standard,Active,2013-10-01,,62,237790.0,False,6-10k,1
243734,Alberta,Edmonton,T3G 6Y6,Female,High School or Below,45580.0,Married,Aurora,8635.4,Standard,2017,9,,,Pre-2018 Standard,Active,2017-09-01,,15,45580.0,False,6-10k,1
613185,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,77335.0,Married,Aurora,8639.09,Standard,2015,9,,,Pre-2018 Standard,Active,2015-09-01,,39,77335.0,False,6-10k,1
809733,Quebec,Montreal,H2Y 4R4,Female,Bachelor,77335.0,Married,Aurora,8639.09,Standard,2012,9,,,Pre-2018 Standard,Active,2012-09-01,,75,77335.0,False,6-10k,1
547407,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,99502.0,Divorced,Aurora,8639.5,Standard,2015,7,,,Pre-2018 Standard,Active,2015-07-01,,41,99502.0,False,6-10k,1
169603,Alberta,Edmonton,T9G 1W3,Female,Bachelor,89645.0,Divorced,Aurora,8641.53,Standard,2018,6,,,2018 Standard,Active,2018-06-01,,6,89645.0,False,6-10k,1
275954,Ontario,Toronto,M2M 7K8,Female,Bachelor,89645.0,Divorced,Aurora,8641.53,Standard,2018,8,,,2018 Standard,Active,2018-08-01,,4,89645.0,False,6-10k,1
538877,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,78830.0,Married,Aurora,8646.5,Standard,2016,4,,,Pre-2018 Standard,Active,2016-04-01,,32,78830.0,False,6-10k,1
812899,Ontario,Toronto,M8Y 4K8,Female,Bachelor,78830.0,Married,Aurora,8646.5,Standard,2012,5,,,Pre-2018 Standard,Active,2012-05-01,,79,78830.0,False,6-10k,1
875232,Quebec,Montreal,H2T 9K8,Male,Bachelor,78830.0,Married,Aurora,8646.5,Standard,2013,7,,,Pre-2018 Standard,Active,2013-07-01,,65,78830.0,False,6-10k,1
572812,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50906.0,Married,Aurora,8646.55,Standard,2016,12,2017.0,8.0,Pre-2018 Standard,Cancelled,2016-12-01,2017-08-01,8,50906.0,False,6-10k,1
834306,Ontario,Trenton,K8V 4B2,Male,Bachelor,50906.0,Married,Aurora,8646.55,Standard,2013,1,,,Pre-2018 Standard,Active,2013-01-01,,71,50906.0,False,6-10k,1
256483,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Aurora,8647.14,Standard,2014,12,,,Pre-2018 Standard,Active,2014-12-01,,48,,True,6-10k,1
466384,Ontario,Toronto,P1L 8X8,Female,College,,Married,Aurora,8647.14,Standard,2016,1,2016.0,9.0,Pre-2018 Standard,Cancelled,2016-01-01,2016-09-01,8,,True,6-10k,1
565452,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,63652.0,Married,Aurora,8649.18,Standard,2012,5,,,Pre-2018 Standard,Active,2012-05-01,,79,63652.0,False,6-10k,1
638389,Ontario,Toronto,M8Y 4K8,Male,Bachelor,63652.0,Married,Aurora,8649.18,Standard,2014,9,,,Pre-2018 Standard,Active,2014-09-01,,51,63652.0,False,6-10k,1
809216,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,100976.0,Married,Aurora,8649.7,Standard,2013,3,,,Pre-2018 Standard,Active,2013-03-01,,69,100976.0,False,6-10k,1
203815,Ontario,Toronto,P1W 1K4,Female,College,,Married,Aurora,8650.0,Standard,2017,10,2018.0,6.0,Pre-2018 Standard,Cancelled,2017-10-01,2018-06-01,8,,True,6-10k,1
997395,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Aurora,8650.0,Standard,2013,9,,,Pre-2018 Standard,Active,2013-09-01,,63,,True,6-10k,1
426439,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,79913.0,Married,Aurora,8652.65,Standard,2012,6,,,Pre-2018 Standard,Active,2012-06-01,,78,79913.0,False,6-10k,1
465891,Quebec,Montreal,H2T 9K8,Male,Bachelor,82198.0,Married,Aurora,8657.97,Standard,2017,9,,,Pre-2018 Standard,Active,2017-09-01,,15,82198.0,False,6-10k,1
380247,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,77615.0,Married,Aurora,8658.86,Standard,2012,7,,,Pre-2018 Standard,Active,2012-07-01,,77,77615.0,False,6-10k,1
662380,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,77615.0,Married,Aurora,8658.86,Standard,2014,8,,,Pre-2018 Standard,Active,2014-08-01,,52,77615.0,False,6-10k,1
753814,Ontario,Kingston,M9K 2P4,Male,Bachelor,77615.0,Married,Aurora,8658.86,Standard,2015,7,,,Pre-2018 Standard,Active,2015-07-01,,41,77615.0,False,6-10k,1
917585,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,77615.0,Married,Aurora,8658.86,Standard,2018,6,,,2018 Standard,Active,2018-06-01,,6,77615.0,False,6-10k,1
294278,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,94449.0,Single,Aurora,8661.74,Standard,2013,5,2016.0,6.0,Pre-2018 Standard,Cancelled,2013-05-01,2016-06-01,37,94449.0,False,6-10k,1
496686,Ontario,Toronto,M2M 7K8,Male,Bachelor,81492.0,Married,Aurora,8663.36,Standard,2017,3,2017.0,11.0,Pre-2018 Standard,Cancelled,2017-03-01,2017-11-01,8,81492.0,False,6-10k,1
544493,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,53287.0,Married,Aurora,8663.92,Standard,2012,11,,,Pre-2018 Standard,Active,2012-11-01,,73,53287.0,False,6-10k,1
919055,Quebec,Montreal,H2Y 2W2,Male,Bachelor,53287.0,Married,Aurora,8663.92,Standard,2018,10,,,2018 Standard,Active,2018-10-01,,2,53287.0,False,6-10k,1
290638,Ontario,Toronto,M1R 4K3,Male,Bachelor,48405.0,Divorced,Aurora,8672.19,Standard,2017,5,,,Pre-2018 Standard,Active,2017-05-01,,19,48405.0,False,6-10k,1
632556,Alberta,Banff,T4V 1D4,Male,Bachelor,48405.0,Divorced,Aurora,8672.19,Standard,2015,9,,,Pre-2018 Standard,Active,2015-09-01,,39,48405.0,False,6-10k,1
815541,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,80153.0,Married,Aurora,8675.99,Standard,2016,11,,,Pre-2018 Standard,Active,2016-11-01,,25,80153.0,False,6-10k,1
840120,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,80153.0,Married,Aurora,8675.99,Standard,2014,11,,,Pre-2018 Standard,Active,2014-11-01,,49,80153.0,False,6-10k,1
177814,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,77543.0,Married,Aurora,8678.51,Standard,2018,9,,,2018 Standard,Active,2018-09-01,,3,77543.0,False,6-10k,1
339274,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Aurora,8681.05,Standard,2015,4,2016.0,6.0,Pre-2018 Standard,Cancelled,2015-04-01,2016-06-01,14,,True,6-10k,1
817822,Quebec,Quebec City,G1B 3L5,Male,High School or Below,40070.0,Married,Aurora,8682.23,Standard,2014,1,,,Pre-2018 Standard,Active,2014-01-01,,59,40070.0,False,6-10k,1
248461,Ontario,Toronto,P1J 8T7,Female,College,,Divorced,Aurora,8689.82,Standard,2012,9,,,Pre-2018 Standard,Active,2012-09-01,,75,,True,6-10k,1
351615,British Columbia,Vancouver,V5R 1W3,Female,College,,Divorced,Aurora,8689.82,Standard,2015,5,,,Pre-2018 Standard,Active,2015-05-01,,43,,True,6-10k,1
636293,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,55312.0,Divorced,Aurora,8692.28,Standard,2012,6,,,Pre-2018 Standard,Active,2012-06-01,,78,55312.0,False,6-10k,1
210205,Ontario,Toronto,P1J 8T7,Male,Bachelor,103449.0,Divorced,Aurora,8692.64,Standard,2015,9,,,Pre-2018 Standard,Active,2015-09-01,,39,103449.0,False,6-10k,1
262336,Quebec,Montreal,H4G 3T4,Male,Bachelor,96516.0,Married,Aurora,8693.65,Standard,2013,5,,,Pre-2018 Standard,Active,2013-05-01,,67,96516.0,False,6-10k,1
583718,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,98806.0,Married,Aurora,8696.91,Standard,2017,9,,,Pre-2018 Standard,Active,2017-09-01,,15,98806.0,False,6-10k,1
927887,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,59766.0,Married,Aurora,8704.28,Standard,2015,12,,,Pre-2018 Standard,Active,2015-12-01,,36,59766.0,False,6-10k,1
166537,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Aurora,8708.02,Standard,2015,3,,,Pre-2018 Standard,Active,2015-03-01,,45,,True,6-10k,1
632816,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,94241.0,Married,Aurora,8709.85,Standard,2014,7,2015.0,4.0,Pre-2018 Standard,Cancelled,2014-07-01,2015-04-01,9,94241.0,False,6-10k,1
281032,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,99671.0,Married,Aurora,8711.3,Standard,2015,6,2016.0,1.0,Pre-2018 Standard,Cancelled,2015-06-01,2016-01-01,7,99671.0,False,6-10k,1
597156,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,85447.0,Married,Nova,5639.94,2018 Promotion,2018,2,,,2018 Promotion,Active,2018-02-01,,10,85447.0,False,4-6k,2
233958,Ontario,Trenton,K8V 4B2,Male,College,,Divorced,Aurora,8714.92,Standard,2012,12,,,Pre-2018 Standard,Active,2012-12-01,,72,,True,6-10k,1
216661,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,40125.0,Single,Nova,5647.15,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,40125.0,False,4-6k,2
675405,Alberta,Banff,T4V 1D4,Female,College,,Divorced,Aurora,8714.92,Standard,2015,11,,,Pre-2018 Standard,Active,2015-11-01,,37,,True,6-10k,1
705633,Ontario,Toronto,M1R 4K3,Female,College,,Divorced,Aurora,8714.92,Standard,2018,6,,,2018 Standard,Active,2018-06-01,,6,,True,6-10k,1
203033,Quebec,Montreal,H2Y 4R4,Male,Bachelor,93261.0,Married,Aurora,8717.05,Standard,2016,3,,,Pre-2018 Standard,Active,2016-03-01,,33,93261.0,False,6-10k,1
427036,Alberta,Edmonton,T9G 1W3,Female,Bachelor,93261.0,Married,Aurora,8717.05,Standard,2013,5,,,Pre-2018 Standard,Active,2013-05-01,,67,93261.0,False,6-10k,1
549982,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,93261.0,Married,Aurora,8717.05,Standard,2017,2,,,Pre-2018 Standard,Active,2017-02-01,,22,93261.0,False,6-10k,1
857949,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,93261.0,Married,Aurora,8717.05,Standard,2014,8,2015.0,4.0,Pre-2018 Standard,Cancelled,2014-08-01,2015-04-01,8,93261.0,False,6-10k,1
184735,Alberta,Edmonton,T9G 1W3,Female,Bachelor,93159.0,Married,Aurora,8717.78,Standard,2013,3,,,Pre-2018 Standard,Active,2013-03-01,,69,93159.0,False,6-10k,1
298712,Ontario,Toronto,M2M 7K8,Female,Bachelor,93159.0,Married,Aurora,8717.78,Standard,2017,7,,,Pre-2018 Standard,Active,2017-07-01,,17,93159.0,False,6-10k,1
453448,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,50698.0,Divorced,Aurora,8722.9,Standard,2017,11,,,Pre-2018 Standard,Active,2017-11-01,,13,50698.0,False,6-10k,1
608159,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,56267.0,Married,Aurora,8723.67,Standard,2017,2,,,Pre-2018 Standard,Active,2017-02-01,,22,56267.0,False,6-10k,1
416940,Ontario,Toronto,M2M 7K8,Male,Bachelor,92796.0,Divorced,Aurora,8733.53,Standard,2013,10,2017.0,9.0,Pre-2018 Standard,Cancelled,2013-10-01,2017-09-01,47,92796.0,False,6-10k,1
455068,Alberta,Edmonton,T9G 1W3,Female,Bachelor,76749.0,Married,Aurora,8737.84,Standard,2015,4,,,Pre-2018 Standard,Active,2015-04-01,,44,76749.0,False,6-10k,1
139974,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,63809.0,Married,Aurora,8738.4,Standard,2018,11,,,2018 Standard,Active,2018-11-01,,1,63809.0,False,6-10k,1
568205,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,39943.0,Married,Nova,5719.79,2018 Promotion,2018,3,,,2018 Promotion,Active,2018-03-01,,9,39943.0,False,4-6k,2
942703,Quebec,Montreal,H2Y 2W2,Male,Bachelor,59145.0,Divorced,Aurora,8742.47,Standard,2016,7,,,Pre-2018 Standard,Active,2016-07-01,,29,59145.0,False,6-10k,1
655016,Ontario,Toronto,M8Y 4K8,Female,Bachelor,104728.0,Divorced,Aurora,8743.85,Standard,2014,12,2017.0,6.0,Pre-2018 Standard,Cancelled,2014-12-01,2017-06-01,30,104728.0,False,6-10k,1
129071,Ontario,Kingston,M9K 2P4,Male,Bachelor,57295.0,Single,Aurora,8750.22,Standard,2013,6,2016.0,2.0,Pre-2018 Standard,Cancelled,2013-06-01,2016-02-01,32,57295.0,False,6-10k,1
252531,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,50790.0,Married,Aurora,8750.71,Standard,2014,4,2014.0,10.0,Pre-2018 Standard,Cancelled,2014-04-01,2014-10-01,6,50790.0,False,6-10k,1
688168,Ontario,Ottawa,K1F 2R2,Female,Bachelor,49477.0,Married,Aurora,8754.16,Standard,2013,6,,,Pre-2018 Standard,Active,2013-06-01,,66,49477.0,False,6-10k,1
530051,Quebec,Quebec City,G1B 3L5,Male,Bachelor,65189.0,Single,Aurora,8767.63,Standard,2016,7,,,Pre-2018 Standard,Active,2016-07-01,,29,65189.0,False,6-10k,1
917998,Ontario,Ottawa,K1G 4Z0,Male,College,,Single,Aurora,8773.51,Standard,2014,7,,,Pre-2018 Standard,Active,2014-07-01,,53,,True,6-10k,1
288735,Quebec,Hull,J8Y 3Z5,Female,Bachelor,52659.0,Married,Aurora,8776.36,Standard,2016,6,,,Pre-2018 Standard,Active,2016-06-01,,30,52659.0,False,6-10k,1
529579,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,52659.0,Married,Aurora,8776.36,Standard,2018,6,,,2018 Standard,Active,2018-06-01,,6,52659.0,False,6-10k,1
891179,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,71952.0,Married,Aurora,8779.09,Standard,2014,10,,,Pre-2018 Standard,Active,2014-10-01,,50,71952.0,False,6-10k,1
882353,Ontario,Toronto,M8Y 4K8,Male,Doctor,135464.0,Married,Aurora,8783.17,Standard,2014,11,,,Pre-2018 Standard,Active,2014-11-01,,49,135464.0,False,6-10k,1
899883,Ontario,Ottawa,K1F 2R2,Male,Bachelor,98621.0,Married,Aurora,8788.53,Standard,2017,12,2018.0,8.0,Pre-2018 Standard,Cancelled,2017-12-01,2018-08-01,8,98621.0,False,6-10k,1
597981,Ontario,Toronto,M8Y 4K8,Female,Bachelor,48626.0,Married,Aurora,8789.88,Standard,2016,11,,,Pre-2018 Standard,Active,2016-11-01,,25,48626.0,False,6-10k,1
391927,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,71490.0,Single,Aurora,8791.44,Standard,2016,5,,,Pre-2018 Standard,Active,2016-05-01,,31,71490.0,False,6-10k,1
454022,Ontario,Toronto,P1W 1K4,Male,Bachelor,71490.0,Single,Aurora,8791.44,Standard,2016,4,,,Pre-2018 Standard,Active,2016-04-01,,32,71490.0,False,6-10k,1
784608,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,85249.0,Married,Aurora,8793.52,Standard,2013,7,,,Pre-2018 Standard,Active,2013-07-01,,65,85249.0,False,6-10k,1
357138,Ontario,Toronto,P2T 6G3,Male,Bachelor,91018.0,Married,Aurora,8797.83,Standard,2013,3,,,Pre-2018 Standard,Active,2013-03-01,,69,91018.0,False,6-10k,1
538770,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,91018.0,Married,Aurora,8797.83,Standard,2015,3,,,Pre-2018 Standard,Active,2015-03-01,,45,91018.0,False,6-10k,1
670215,Ontario,Trenton,K8V 4B2,Male,Bachelor,49871.0,Married,Aurora,8798.31,Standard,2014,12,,,Pre-2018 Standard,Active,2014-12-01,,48,49871.0,False,6-10k,1
794502,Alberta,Banff,T4V 1D4,Female,Bachelor,88271.0,Married,Aurora,8798.8,Standard,2014,4,,,Pre-2018 Standard,Active,2014-04-01,,56,88271.0,False,6-10k,1
327098,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,67755.0,Married,Aurora,8804.54,Standard,2016,4,,,Pre-2018 Standard,Active,2016-04-01,,32,67755.0,False,6-10k,1
963757,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,104968.0,Married,Aurora,8819.02,Standard,2014,5,,,Pre-2018 Standard,Active,2014-05-01,,55,104968.0,False,6-10k,1
640163,Quebec,Montreal,H2Y 2W2,Male,Bachelor,87330.0,Married,Aurora,8823.85,Standard,2018,9,,,2018 Standard,Active,2018-09-01,,3,87330.0,False,6-10k,1
398819,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,51166.0,Married,Aurora,8826.61,Standard,2016,4,,,Pre-2018 Standard,Active,2016-04-01,,32,51166.0,False,6-10k,1
369091,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,52734.0,Married,Aurora,8826.96,Standard,2013,8,,,Pre-2018 Standard,Active,2013-08-01,,64,52734.0,False,6-10k,1
716961,Ontario,Toronto,P1J 8T7,Male,Bachelor,52734.0,Married,Aurora,8826.96,Standard,2014,2,,,Pre-2018 Standard,Active,2014-02-01,,58,52734.0,False,6-10k,1
250586,Quebec,Montreal,H2T 9K8,Male,College,,Single,Aurora,8827.23,Standard,2013,3,,,Pre-2018 Standard,Active,2013-03-01,,69,,True,6-10k,1
769361,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,76723.0,Married,Aurora,8828.38,Standard,2013,8,,,Pre-2018 Standard,Active,2013-08-01,,64,76723.0,False,6-10k,1
735666,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,48278.0,Married,Aurora,8835.16,Standard,2013,8,,,Pre-2018 Standard,Active,2013-08-01,,64,48278.0,False,6-10k,1
190791,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,77478.0,Single,Aurora,8837.33,Standard,2016,11,,,Pre-2018 Standard,Active,2016-11-01,,25,77478.0,False,6-10k,1
126308,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,92396.0,Married,Aurora,8838.09,Standard,2016,5,2017.0,1.0,Pre-2018 Standard,Cancelled,2016-05-01,2017-01-01,8,92396.0,False,6-10k,1
657842,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,47542.0,Married,Nova,6308.92,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,47542.0,False,6-10k,2
416575,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,92396.0,Married,Aurora,8838.09,Standard,2015,12,,,Pre-2018 Standard,Active,2015-12-01,,36,92396.0,False,6-10k,1
500788,Ontario,Toronto,M2M 7K8,Male,Bachelor,92396.0,Married,Aurora,8838.09,Standard,2012,8,,,Pre-2018 Standard,Active,2012-08-01,,76,92396.0,False,6-10k,1
882443,Ontario,Toronto,P5S 6R4,Female,Bachelor,92396.0,Married,Aurora,8838.09,Standard,2015,4,2015.0,12.0,Pre-2018 Standard,Cancelled,2015-04-01,2015-12-01,8,92396.0,False,6-10k,1
427804,Ontario,Toronto,P1W 1K4,Female,Bachelor,66516.0,Married,Aurora,8840.19,Standard,2016,1,2016.0,9.0,Pre-2018 Standard,Cancelled,2016-01-01,2016-09-01,8,66516.0,False,6-10k,1
396267,Quebec,Montreal,H4G 3T4,Female,Bachelor,88308.0,Single,Aurora,8845.71,Standard,2013,7,,,Pre-2018 Standard,Active,2013-07-01,,65,88308.0,False,6-10k,1
952222,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,88308.0,Single,Aurora,8845.71,Standard,2013,1,,,Pre-2018 Standard,Active,2013-01-01,,71,88308.0,False,6-10k,1
873045,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,81643.0,Married,Aurora,8852.69,Standard,2013,9,,,Pre-2018 Standard,Active,2013-09-01,,63,81643.0,False,6-10k,1
990598,Ontario,Toronto,M2P 4F6,Male,Bachelor,97856.0,Married,Aurora,8861.15,Standard,2014,8,,,Pre-2018 Standard,Active,2014-08-01,,52,97856.0,False,6-10k,1
384750,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,98921.0,Married,Aurora,8870.67,Standard,2014,7,,,Pre-2018 Standard,Active,2014-07-01,,53,98921.0,False,6-10k,1
665100,Ontario,Kingston,M9K 2P4,Female,Bachelor,52804.0,Married,Aurora,8873.2,Standard,2013,5,,,Pre-2018 Standard,Active,2013-05-01,,67,52804.0,False,6-10k,1
235454,Quebec,Montreal,H2T 9K8,Male,Bachelor,71057.0,Single,Aurora,8873.53,Standard,2013,10,2018.0,1.0,Pre-2018 Standard,Cancelled,2013-10-01,2018-01-01,51,71057.0,False,6-10k,1
833998,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82547.0,Married,Aurora,8875.97,Standard,2015,4,,,Pre-2018 Standard,Active,2015-04-01,,44,82547.0,False,6-10k,1
175804,British Columbia,Victoria,V10 6T5,Male,Bachelor,70384.0,Single,Aurora,8879.79,Standard,2017,5,,,Pre-2018 Standard,Active,2017-05-01,,19,70384.0,False,6-10k,1
861879,Quebec,Montreal,H2T 2J6,Female,Bachelor,70384.0,Single,Aurora,8879.79,Standard,2016,9,2017.0,11.0,Pre-2018 Standard,Cancelled,2016-09-01,2017-11-01,14,70384.0,False,6-10k,1
443985,Ontario,Toronto,P1W 1K4,Female,Bachelor,74926.0,Married,Aurora,8888.14,Standard,2017,3,,,Pre-2018 Standard,Active,2017-03-01,,21,74926.0,False,6-10k,1
701617,Quebec,Montreal,H2Y 2W2,Female,Bachelor,47646.0,Single,Aurora,8888.88,Standard,2016,12,,,Pre-2018 Standard,Active,2016-12-01,,24,47646.0,False,6-10k,1
394979,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,88328.0,Married,Aurora,8888.89,Standard,2012,5,,,Pre-2018 Standard,Active,2012-05-01,,79,88328.0,False,6-10k,1
464220,Quebec,Montreal,H4G 3T4,Female,Bachelor,93199.0,Divorced,Aurora,8900.42,Standard,2014,8,,,Pre-2018 Standard,Active,2014-08-01,,52,93199.0,False,6-10k,1
245800,Ontario,Toronto,M2M 6J7,Male,College,,Single,Aurora,8901.68,Standard,2012,10,,,Pre-2018 Standard,Active,2012-10-01,,74,,True,6-10k,1
952959,Alberta,Banff,T4V 1D4,Female,Bachelor,66177.0,Married,Aurora,8902.74,Standard,2012,6,,,Pre-2018 Standard,Active,2012-06-01,,78,66177.0,False,6-10k,1
617484,Saskatchewan,Regina,S6J 3G0,Male,High School or Below,49864.0,Married,Aurora,8903.97,Standard,2016,1,,,Pre-2018 Standard,Active,2016-01-01,,35,49864.0,False,6-10k,1
430618,Quebec,Montreal,H2Y 4R4,Female,Bachelor,55316.0,Single,Aurora,8915.17,Standard,2012,8,,,Pre-2018 Standard,Active,2012-08-01,,76,55316.0,False,6-10k,1
119638,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,6409.63,2018 Promotion,2018,2,,,2018 Promotion,Active,2018-02-01,,10,,True,6-10k,2
580592,Quebec,Montreal,H4G 3T4,Male,Bachelor,49366.0,Married,Aurora,8925.63,Standard,2013,5,2013.0,7.0,Pre-2018 Standard,Cancelled,2013-05-01,2013-07-01,2,49366.0,False,6-10k,1
417825,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,76477.0,Married,Aurora,8932.32,Standard,2016,5,,,Pre-2018 Standard,Active,2016-05-01,,31,76477.0,False,6-10k,1
622302,Quebec,Montreal,H4G 3T4,Male,Bachelor,61111.0,Single,Aurora,8935.03,Standard,2018,6,,,2018 Standard,Active,2018-06-01,,6,61111.0,False,6-10k,1
