Loyalty Number,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Month Start,Post Enrollment,Months Since Enrollment
294283,2018,2,0,0,0.0,0,0,2018-02-01,True,49
294283,2018,3,4,3504,3504.0,0,0,2018-03-01,True,50
294283,2018,4,1,1842,1842.0,326,59,2018-04-01,True,51
294283,2018,5,3,3480,3480.0,0,0,2018-05-01,True,52
294283,2018,6,4,7808,7808.0,0,0,2018-06-01,True,53
294283,2018,7,4,9248,9248.0,0,0,2018-07-01,True,54
294283,2018,8,0,0,0.0,0,0,2018-08-01,True,55
294283,2018,9,2,3264,3264.0,0,0,2018-09-01,True,56
294283,2018,10,3,4194,4194.0,0,0,2018-10-01,True,57
294283,2018,11,1,515,515.0,0,0,2018-11-01,True,58
294283,2018,12,4,4352,4352.0,0,0,2018-12-01,True,59
294289,2017,1,0,0,0.0,0,0,2017-01-01,True,50
294289,2017,2,0,0,0.0,0,0,2017-02-01,True,51
294289,2017,3,0,0,0.0,0,0,2017-03-01,True,52
294289,2017,4,0,0,0.0,0,0,2017-04-01,True,53
294289,2017,5,0,0,0.0,0,0,2017-05-01,True,54
294289,2017,6,0,0,0.0,0,0,2017-06-01,True,55
294289,2017,7,0,0,0.0,0,0,2017-07-01,True,56
294289,2017,8,0,0,0.0,0,0,2017-08-01,True,57
294289,2017,9,0,0,0.0,0,0,2017-09-01,True,58
294289,2017,10,0,0,0.0,0,0,2017-10-01,True,59
294289,2017,11,0,0,0.0,0,0,2017-11-01,True,60
294289,2017,12,0,0,0.0,0,0,2017-12-01,True,61
294289,2018,1,0,0,0.0,0,0,2018-01-01,True,62
294289,2018,2,0,0,0.0,0,0,2018-02-01,True,63
294289,2018,3,0,0,0.0,0,0,2018-03-01,True,64
294289,2018,4,0,0,0.0,0,0,2018-04-01,True,65
294289,2018,5,0,0,0.0,0,0,2018-05-01,True,66
294289,2018,6,0,0,0.0,0,0,2018-06-01,True,67
294289,2018,7,0,0,0.0,0,0,2018-07-01,True,68
294289,2018,8,0,0,0.0,0,0,2018-08-01,True,69
294289,2018,9,0,0,0.0,0,0,2018-09-01,True,70
294289,2018,10,0,0,0.0,0,0,2018-10-01,True,71
294289,2018,11,0,0,0.0,0,0,2018-11-01,True,72
294289,2018,12,0,0,0.0,0,0,2018-12-01,True,73
294334,2017,1,2,1994,1994.0,0,0,2017-01-01,True,6
294334,2017,2,1,600,600.0,0,0,2017-02-01,True,7
294334,2017,3,1,1027,1027.0,444,80,2017-03-01,True,8
294334,2017,4,3,7482,7482.0,0,0,2017-04-01,True,9
294334,2017,5,0,0,0.0,0,0,2017-05-01,True,10
294334,2017,6,1,588,588.0,545,98,2017-06-01,True,11
294334,2017,7,0,0,0.0,0,0,2017-07-01,True,12
294334,2017,8,5,4055,4055.0,0,0,2017-08-01,True,13
294334,2017,9,1,1852,1852.0,457,82,2017-09-01,True,14
294334,2017,10,0,0,0.0,0,0,2017-10-01,True,15
294334,2017,11,1,731,731.0,0,0,2017-11-01,True,16
294334,2017,12,3,2760,2760.0,0,0,2017-12-01,True,17
294334,2018,1,0,0,0.0,0,0,2018-01-01,True,18
294334,2018,2,0,0,0.0,356,64,2018-02-01,True,19
294334,2018,3,4,7708,7708.0,0,0,2018-03-01,True,20
294334,2018,4,3,4998,4998.0,0,0,2018-04-01,True,21
294334,2018,5,0,0,0.0,0,0,2018-05-01,True,22
294334,2018,6,0,0,0.0,0,0,2018-06-01,True,23
294334,2018,7,4,7464,7464.0,615,111,2018-07-01,True,24
294334,2018,8,6,13224,13224.0,0,0,2018-08-01,True,25
294334,2018,9,0,0,0.0,0,0,2018-09-01,True,26
294334,2018,10,0,0,0.0,0,0,2018-10-01,True,27
294334,2018,11,1,1512,1512.0,0,0,2018-11-01,True,28
294334,2018,12,1,517,517.0,0,0,2018-12-01,True,29
294396,2017,1,0,0,0.0,0,0,2017-01-01,True,45
294396,2017,2,1,1379,1379.0,0,0,2017-02-01,True,46
294396,2017,3,0,0,0.0,0,0,2017-03-01,True,47
294396,2017,4,0,0,0.0,0,0,2017-04-01,True,48
294396,2017,5,5,10470,10470.0,0,0,2017-05-01,True,49
294396,2017,6,2,3412,3412.0,0,0,2017-06-01,True,50
294396,2017,7,0,0,0.0,0,0,2017-07-01,True,51
294396,2017,8,3,5538,5538.0,0,0,2017-08-01,True,52
294396,2017,9,4,9876,9876.0,0,0,2017-09-01,True,53
294396,2017,10,0,0,0.0,0,0,2017-10-01,True,54
294396,2017,11,0,0,0.0,0,0,2017-11-01,True,55
294396,2017,12,0,0,0.0,0,0,2017-12-01,True,56
294396,2018,1,2,1284,1284.0,0,0,2018-01-01,True,57
294396,2018,2,0,0,0.0,0,0,2018-02-01,True,58
294396,2018,3,0,0,0.0,0,0,2018-03-01,True,59
294396,2018,4,0,0,0.0,0,0,2018-04-01,True,60
294396,2018,5,2,3252,3252.0,548,99,2018-05-01,True,61
294396,2018,6,2,2904,2904.0,578,104,2018-06-01,True,62
294396,2018,7,6,7884,7884.0,0,0,2018-07-01,True,63
294396,2018,8,2,4304,4304.0,0,0,2018-08-01,True,64
294396,2018,9,1,797,797.0,0,0,2018-09-01,True,65
294396,2018,10,3,4791,4791.0,0,0,2018-10-01,True,66
294396,2018,11,0,0,0.0,0,0,2018-11-01,True,67
294396,2018,12,0,0,0.0,0,0,2018-12-01,True,68
294580,2017,1,3,7191,7191.0,0,0,2017-01-01,True,41
294580,2017,2,1,1293,1293.0,0,0,2017-02-01,True,42
294580,2017,3,4,3136,3136.0,0,0,2017-03-01,True,43
294580,2017,4,2,2990,2990.0,0,0,2017-04-01,True,44
294580,2017,5,2,2684,2684.0,0,0,2017-05-01,True,45
294580,2017,6,4,4248,4248.0,0,0,2017-06-01,True,46
294580,2017,7,0,0,0.0,0,0,2017-07-01,True,47
294580,2017,8,0,0,0.0,0,0,2017-08-01,True,48
294580,2017,9,1,784,784.0,0,0,2017-09-01,True,49
294580,2017,10,3,5772,5772.0,0,0,2017-10-01,True,50
294580,2017,11,3,7443,7443.0,0,0,2017-11-01,True,51
294580,2017,12,5,9695,9695.0,0,0,2017-12-01,True,52
294580,2018,1,0,0,0.0,0,0,2018-01-01,True,53
294580,2018,2,1,978,978.0,0,0,2018-02-01,True,54
294580,2018,3,2,2760,2760.0,0,0,2018-03-01,True,55
294580,2018,4,0,0,0.0,0,0,2018-04-01,True,56
294580,2018,5,5,5605,5605.0,0,0,2018-05-01,True,57
294580,2018,6,3,3507,3507.0,0,0,2018-06-01,True,58
294580,2018,7,4,2664,2664.0,0,0,2018-07-01,True,59
294580,2018,8,0,0,0.0,0,0,2018-08-01,True,60
294580,2018,9,0,0,0.0,0,0,2018-09-01,True,61
294580,2018,10,0,0,0.0,0,0,2018-10-01,True,62
294580,2018,11,3,2190,2190.0,0,0,2018-11-01,True,63
294580,2018,12,2,4500,4500.0,0,0,2018-12-01,True,64
294617,2017,1,0,0,0.0,0,0,2017-01-01,True,53
294617,2017,2,4,6120,6120.0,322,58,2017-02-01,True,54
294617,2017,3,0,0,0.0,0,0,2017-03-01,True,55
294617,2017,4,0,0,0.0,0,0,2017-04-01,True,56
294617,2017,5,5,6720,6720.0,0,0,2017-05-01,True,57
294617,2017,6,6,8196,8196.0,499,90,2017-06-01,True,58
294617,2017,7,1,1407,1407.0,0,0,2017-07-01,True,59
294617,2017,8,1,813,813.0,0,0,2017-08-01,True,60
294617,2017,9,0,0,0.0,0,0,2017-09-01,True,61
294617,2017,10,1,1771,1771.0,416,75,2017-10-01,True,62
294617,2017,11,0,0,0.0,0,0,2017-11-01,True,63
294617,2017,12,2,3406,3406.0,0,0,2017-12-01,True,64
294617,2018,1,3,6216,6216.0,0,0,2018-01-01,True,65
294617,2018,2,2,1552,1552.0,0,0,2018-02-01,True,66
294617,2018,3,0,0,0.0,0,0,2018-03-01,True,67
294617,2018,4,2,4654,4654.0,0,0,2018-04-01,True,68
294617,2018,5,0,0,0.0,0,0,2018-05-01,True,69
294617,2018,6,0,0,0.0,0,0,2018-06-01,True,70
294617,2018,7,4,2080,2080.0,0,0,2018-07-01,True,71
294617,2018,8,0,0,0.0,0,0,2018-08-01,True,72
294617,2018,9,0,0,0.0,0,0,2018-09-01,True,73
294617,2018,10,4,6264,6264.0,0,0,2018-10-01,True,74
294617,2018,11,2,2740,2740.0,0,0,2018-11-01,True,75
294617,2018,12,0,0,0.0,0,0,2018-12-01,True,76
294634,2017,1,2,1598,1598.0,0,0,2017-01-01,True,8
294634,2017,2,0,0,0.0,0,0,2017-02-01,True,9
294634,2017,3,3,2598,2598.0,0,0,2017-03-01,True,10
294634,2017,4,3,5814,5814.0,0,0,2017-04-01,True,11
294634,2017,5,0,0,0.0,0,0,2017-05-01,True,12
294634,2017,6,3,4680,4680.0,589,106,2017-06-01,True,13
294634,2017,7,0,0,0.0,0,0,2017-07-01,True,14
294634,2017,8,0,0,0.0,0,0,2017-08-01,True,15
294634,2017,9,3,4398,4398.0,0,0,2017-09-01,True,16
294634,2017,10,4,8796,8796.0,0,0,2017-10-01,True,17
294634,2017,11,2,4032,4032.0,0,0,2017-11-01,True,18
294634,2017,12,0,0,0.0,0,0,2017-12-01,True,19
294634,2018,1,1,1173,1173.0,0,0,2018-01-01,True,20
294634,2018,2,1,521,521.0,0,0,2018-02-01,True,21
294634,2018,3,0,0,0.0,0,0,2018-03-01,True,22
294634,2018,4,2,1430,1430.0,0,0,2018-04-01,True,23
294634,2018,5,5,3360,3360.0,0,0,2018-05-01,True,24
294634,2018,6,2,1948,1948.0,0,0,2018-06-01,True,25
294634,2018,7,2,1378,1378.0,0,0,2018-07-01,True,26
294634,2018,8,0,0,0.0,0,0,2018-08-01,True,27
294634,2018,9,0,0,0.0,0,0,2018-09-01,True,28
294634,2018,10,1,2108,2108.0,0,0,2018-10-01,True,29
294634,2018,11,3,6120,6120.0,0,0,2018-11-01,True,30
294634,2018,12,5,9895,9895.0,385,69,2018-12-01,True,31
294642,2017,1,2,1926,1926.0,0,0,2017-01-01,True,19
294642,2017,2,2,4600,4600.0,0,0,2017-02-01,True,20
294642,2017,3,3,4146,4146.0,0,0,2017-03-01,True,21
294642,2017,4,2,2116,2116.0,0,0,2017-04-01,True,22
294642,2017,5,0,0,0.0,0,0,2017-05-01,True,23
294642,2017,6,0,0,0.0,0,0,2017-06-01,True,24
294642,2017,7,3,2511,2511.0,0,0,2017-07-01,True,25
294642,2017,8,4,4596,4596.0,0,0,2017-08-01,True,26
294642,2017,9,1,1601,1601.0,0,0,2017-09-01,True,27
294642,2017,10,0,0,0.0,0,0,2017-10-01,True,28
294642,2017,11,1,1701,1701.0,378,68,2017-11-01,True,29
294642,2017,12,3,2514,2514.0,0,0,2017-12-01,True,30
294642,2018,1,3,3471,3471.0,0,0,2018-01-01,True,31
294642,2018,2,1,1351,1351.0,0,0,2018-02-01,True,32
294642,2018,3,3,3345,3345.0,0,0,2018-03-01,True,33
294642,2018,4,1,1084,1084.0,0,0,2018-04-01,True,34
294642,2018,5,2,3800,3800.0,0,0,2018-05-01,True,35
294642,2018,6,6,13122,13122.0,0,0,2018-06-01,True,36
294642,2018,7,0,0,0.0,0,0,2018-07-01,True,37
294642,2018,8,2,2714,2714.0,0,0,2018-08-01,True,38
294642,2018,9,2,1796,1796.0,0,0,2018-09-01,True,39
294642,2018,10,3,4722,4722.0,338,61,2018-10-01,True,40
294642,2018,11,0,0,0.0,0,0,2018-11-01,True,41
294642,2018,12,0,0,0.0,0,0,2018-12-01,True,42
294728,2017,1,0,0,0.0,385,69,2017-01-01,True,12
294728,2017,2,1,1872,1872.0,0,0,2017-02-01,True,13
294728,2017,3,3,6060,6060.0,0,0,2017-03-01,True,14
294728,2017,4,0,0,0.0,0,0,2017-04-01,True,15
294728,2017,5,3,6786,6786.0,0,0,2017-05-01,True,16
294728,2017,6,2,2384,2384.0,0,0,2017-06-01,True,17
294728,2017,7,4,4652,4652.0,787,142,2017-07-01,True,18
294728,2017,8,5,11450,11450.0,0,0,2017-08-01,True,19
294728,2017,9,0,0,0.0,0,0,2017-09-01,True,20
294728,2017,10,0,0,0.0,0,0,2017-10-01,True,21
294728,2017,11,1,636,636.0,0,0,2017-11-01,True,22
294728,2017,12,3,5307,5307.0,0,0,2017-12-01,True,23
294728,2018,1,1,2026,2026.0,0,0,2018-01-01,True,24
294728,2018,2,3,4941,4941.0,0,0,2018-02-01,True,25
294728,2018,3,0,0,0.0,0,0,2018-03-01,True,26
294728,2018,4,4,6552,6552.0,0,0,2018-04-01,True,27
294728,2018,5,0,0,0.0,0,0,2018-05-01,True,28
294728,2018,6,5,3440,3440.0,0,0,2018-06-01,True,29
294728,2018,7,0,0,0.0,0,0,2018-07-01,True,30
294728,2018,8,0,0,0.0,0,0,2018-08-01,True,31
294728,2018,9,4,4984,4984.0,0,0,2018-09-01,True,32
294728,2018,10,0,0,0.0,0,0,2018-10-01,True,33
294728,2018,11,0,0,0.0,0,0,2018-11-01,True,34
294728,2018,12,0,0,0.0,0,0,2018-12-01,True,35
294738,2017,1,0,0,0.0,0,0,2017-01-01,True,34
294738,2017,2,3,3792,3792.0,0,0,2017-02-01,True,35
294738,2017,3,4,5012,5012.0,0,0,2017-03-01,True,36
294738,2017,4,1,2072,2072.0,0,0,2017-04-01,True,37
294738,2017,5,1,596,596.0,0,0,2017-05-01,True,38
294738,2017,6,0,0,0.0,0,0,2017-06-01,True,39
294738,2017,7,0,0,0.0,0,0,2017-07-01,True,40
294738,2017,8,0,0,0.0,0,0,2017-08-01,True,41
294738,2017,9,2,1808,1808.0,0,0,2017-09-01,True,42
294738,2017,10,0,0,0.0,0,0,2017-10-01,True,43
294738,2017,11,0,0,0.0,0,0,2017-11-01,True,44
294738,2017,12,0,0,0.0,0,0,2017-12-01,True,45
294738,2018,1,0,0,0.0,0,0,2018-01-01,True,46
294738,2018,2,0,0,0.0,0,0,2018-02-01,True,47
294738,2018,3,0,0,0.0,0,0,2018-03-01,True,48
294738,2018,4,1,1776,1776.0,0,0,2018-04-01,True,49
294738,2018,5,0,0,0.0,0,0,2018-05-01,True,50
294738,2018,6,2,4840,4840.0,0,0,2018-06-01,True,51
294738,2018,7,2,2526,2526.0,0,0,2018-07-01,True,52
294738,2018,8,0,0,0.0,0,0,2018-08-01,True,53
294738,2018,9,0,0,0.0,0,0,2018-09-01,True,54
294738,2018,10,2,2338,2338.0,0,0,2018-10-01,True,55
294738,2018,11,1,1800,1800.0,0,0,2018-11-01,True,56
294738,2018,12,0,0,0.0,0,0,2018-12-01,True,57
294753,2017,1,0,0,0.0,0,0,2017-01-01,True,24
294753,2017,2,1,1799,1799.0,0,0,2017-02-01,True,25
294753,2017,3,3,6027,6027.0,0,0,2017-03-01,True,26
294753,2017,4,3,6456,6456.0,0,0,2017-04-01,True,27
294753,2017,5,3,7227,7227.0,0,0,2017-05-01,True,28
294753,2017,6,1,1337,1337.0,0,0,2017-06-01,True,29
294753,2017,7,0,0,0.0,0,0,2017-07-01,True,30
294753,2017,8,0,0,0.0,0,0,2017-08-01,True,31
294753,2017,9,0,0,0.0,0,0,2017-09-01,True,32
294753,2017,10,2,2692,2692.0,512,92,2017-10-01,True,33
294753,2017,11,1,1171,1171.0,0,0,2017-11-01,True,34
294753,2017,12,1,764,764.0,0,0,2017-12-01,True,35
294753,2018,1,2,1976,1976.0,373,67,2018-01-01,True,36
294753,2018,2,3,6369,6369.0,0,0,2018-02-01,True,37
294753,2018,3,4,3176,3176.0,0,0,2018-03-01,True,38
294753,2018,4,0,0,0.0,0,0,2018-04-01,True,39
294753,2018,5,1,1557,1557.0,0,0,2018-05-01,True,40
294753,2018,6,0,0,0.0,0,0,2018-06-01,True,41
294753,2018,7,0,0,0.0,0,0,2018-07-01,True,42
294753,2018,8,4,7140,7140.0,0,0,2018-08-01,True,43
294753,2018,9,0,0,0.0,0,0,2018-09-01,True,44
294753,2018,10,4,4492,4492.0,0,0,2018-10-01,True,45
294753,2018,11,3,3618,3618.0,0,0,2018-11-01,True,46
294753,2018,12,4,7608,7608.0,0,0,2018-12-01,True,47
294849,2017,1,0,0,0.0,0,0,2017-01-01,False,-7
294849,2017,2,0,0,0.0,0,0,2017-02-01,False,-6
294849,2017,3,0,0,0.0,0,0,2017-03-01,False,-5
294849,2017,4,0,0,0.0,0,0,2017-04-01,False,-4
294849,2017,5,0,0,0.0,0,0,2017-05-01,False,-3
294849,2017,6,0,0,0.0,0,0,2017-06-01,False,-2
294849,2017,7,0,0,0.0,0,0,2017-07-01,False,-1
294849,2017,8,0,0,0.0,0,0,2017-08-01,True,0
294849,2017,9,3,2481,2481.0,0,0,2017-09-01,True,1
294849,2017,10,2,2502,2502.0,572,103,2017-10-01,True,2
294849,2017,11,2,4012,4012.0,0,0,2017-11-01,True,3
294849,2017,12,0,0,0.0,0,0,2017-12-01,True,4
294849,2018,1,1,2433,2433.0,0,0,2018-01-01,True,5
294849,2018,2,1,571,571.0,0,0,2018-02-01,True,6
294849,2018,3,1,1008,1008.0,0,0,2018-03-01,True,7
294849,2018,4,1,669,669.0,0,0,2018-04-01,True,8
294849,2018,5,5,9515,9515.0,0,0,2018-05-01,True,9
294849,2018,6,0,0,0.0,0,0,2018-06-01,True,10
294849,2018,7,2,1366,1366.0,0,0,2018-07-01,True,11
294849,2018,8,0,0,0.0,0,0,2018-08-01,True,12
294849,2018,9,3,3054,3054.0,0,0,2018-09-01,True,13
294849,2018,10,1,1584,1584.0,0,0,2018-10-01,True,14
294849,2018,11,1,1474,1474.0,0,0,2018-11-01,True,15
294849,2018,12,0,0,0.0,0,0,2018-12-01,True,16
294865,2017,1,2,3156,3156.0,0,0,2017-01-01,True,26
294865,2017,2,0,0,0.0,0,0,2017-02-01,True,27
294865,2017,3,3,7293,7293.0,448,81,2017-03-01,True,28
294865,2017,4,4,8108,8108.0,330,59,2017-04-01,True,29
294865,2017,5,0,0,0.0,0,0,2017-05-01,True,30
294865,2017,6,0,0,0.0,0,0,2017-06-01,True,31
294865,2017,7,4,5508,5508.0,0,0,2017-07-01,True,32
294865,2017,8,0,0,0.0,0,0,2017-08-01,True,33
294865,2017,9,0,0,0.0,0,0,2017-09-01,True,34
294865,2017,10,4,5420,5420.0,0,0,2017-10-01,True,35
294865,2017,11,1,1906,1906.0,0,0,2017-11-01,True,36
294865,2017,12,5,6890,6890.0,0,0,2017-12-01,True,37
294865,2018,1,0,0,0.0,0,0,2018-01-01,True,38
294865,2018,2,0,0,0.0,0,0,2018-02-01,True,39
294865,2018,3,4,5872,5872.0,0,0,2018-03-01,True,40
294865,2018,4,3,5766,5766.0,0,0,2018-04-01,True,41
294865,2018,5,0,0,0.0,0,0,2018-05-01,True,42
294865,2018,6,0,0,0.0,0,0,2018-06-01,True,43
294865,2018,7,3,6747,6747.0,0,0,2018-07-01,True,44
294865,2018,8,3,5280,5280.0,433,78,2018-08-01,True,45
294865,2018,9,3,4521,4521.0,0,0,2018-09-01,True,46
294865,2018,10,4,6624,6624.0,0,0,2018-10-01,True,47
294865,2018,11,0,0,0.0,0,0,2018-11-01,True,48
294865,2018,12,0,0,0.0,0,0,2018-12-01,True,49
295064,2017,1,4,5904,5904.0,448,81,2017-01-01,True,31
295064,2017,2,3,1587,1587.0,0,0,2017-02-01,True,32
295064,2017,3,2,2982,2982.0,0,0,2017-03-01,True,33
295064,2017,4,1,1395,1395.0,0,0,2017-04-01,True,34
295064,2017,5,0,0,0.0,0,0,2017-05-01,True,35
295064,2017,6,0,0,0.0,0,0,2017-06-01,True,36
295064,2017,7,4,4748,4748.0,0,0,2017-07-01,True,37
295064,2017,8,2,3824,3824.0,0,0,2017-08-01,True,38
295064,2017,9,1,1824,1824.0,0,0,2017-09-01,True,39
295064,2017,10,0,0,0.0,0,0,2017-10-01,True,40
295064,2017,11,1,1751,1751.0,0,0,2017-11-01,True,41
295064,2017,12,2,2338,2338.0,0,0,2017-12-01,True,42
295064,2018,1,0,0,0.0,0,0,2018-01-01,True,43
295064,2018,2,0,0,0.0,0,0,2018-02-01,True,44
295064,2018,3,3,4773,4773.0,0,0,2018-03-01,True,45
295064,2018,4,2,3636,3636.0,0,0,2018-04-01,True,46
295064,2018,5,0,0,0.0,0,0,2018-05-01,True,47
295064,2018,6,1,1034,1034.0,0,0,2018-06-01,True,48
295064,2018,7,4,6172,6172.0,641,115,2018-07-01,True,49
295064,2018,8,2,3586,3586.0,0,0,2018-08-01,True,50
295064,2018,9,0,0,0.0,0,0,2018-09-01,True,51
295064,2018,10,0,0,0.0,0,0,2018-10-01,True,52
295064,2018,11,0,0,0.0,0,0,2018-11-01,True,53
295064,2018,12,2,3952,3952.0,0,0,2018-12-01,True,54
295078,2017,1,0,0,0.0,0,0,2017-01-01,True,1
295078,2017,2,0,0,0.0,0,0,2017-02-01,True,2
295078,2017,3,2,2068,2068.0,0,0,2017-03-01,True,3
295078,2017,4,0,0,0.0,0,0,2017-04-01,True,4
295078,2017,5,0,0,0.0,0,0,2017-05-01,True,5
295078,2017,6,6,14544,14544.0,0,0,2017-06-01,True,6
295078,2017,7,0,0,0.0,0,0,2017-07-01,True,7
295078,2017,8,0,0,0.0,0,0,2017-08-01,True,8
295078,2017,9,2,4464,4464.0,0,0,2017-09-01,True,9
295078,2017,10,3,6075,6075.0,0,0,2017-10-01,True,10
295078,2017,11,0,0,0.0,0,0,2017-11-01,True,11
295078,2017,12,4,8280,8280.0,400,72,2017-12-01,True,12
295078,2018,1,2,1850,1850.0,0,0,2018-01-01,True,13
295078,2018,2,1,599,599.0,424,76,2018-02-01,True,14
295078,2018,3,1,1860,1860.0,0,0,2018-03-01,True,15
295078,2018,4,1,568,568.0,0,0,2018-04-01,True,16
295078,2018,5,0,0,0.0,0,0,2018-05-01,True,17
295078,2018,6,0,0,0.0,0,0,2018-06-01,True,18
295078,2018,7,0,0,0.0,0,0,2018-07-01,True,19
295078,2018,8,0,0,0.0,0,0,2018-08-01,True,20
295078,2018,9,2,1864,1864.0,0,0,2018-09-01,True,21
295078,2018,10,2,4278,4278.0,0,0,2018-10-01,True,22
295078,2018,11,1,2039,2039.0,572,103,2018-11-01,True,23
295078,2018,12,0,0,0.0,0,0,2018-12-01,True,24
295138,2017,1,0,0,0.0,0,0,2017-01-01,True,55
295138,2017,2,1,2125,2125.0,0,0,2017-02-01,True,56
295138,2017,3,3,3576,3576.0,0,0,2017-03-01,True,57
295138,2017,4,1,1322,1322.0,0,0,2017-04-01,True,58
295138,2017,5,5,3065,3065.0,0,0,2017-05-01,True,59
295138,2017,6,4,5012,5012.0,0,0,2017-06-01,True,60
295138,2017,7,0,0,0.0,0,0,2017-07-01,True,61
295138,2017,8,1,885,885.0,0,0,2017-08-01,True,62
295138,2017,9,0,0,0.0,0,0,2017-09-01,True,63
295138,2017,10,2,1412,1412.0,0,0,2017-10-01,True,64
295138,2017,11,0,0,0.0,409,74,2017-11-01,True,65
295138,2017,12,0,0,0.0,0,0,2017-12-01,True,66
295138,2018,1,0,0,0.0,0,0,2018-01-01,True,67
295138,2018,2,0,0,0.0,0,0,2018-02-01,True,68
295138,2018,3,0,0,0.0,0,0,2018-03-01,True,69
295138,2018,4,0,0,0.0,0,0,2018-04-01,True,70
295138,2018,5,0,0,0.0,0,0,2018-05-01,True,71
295138,2018,6,0,0,0.0,0,0,2018-06-01,True,72
295138,2018,7,0,0,0.0,0,0,2018-07-01,True,73
295138,2018,8,0,0,0.0,0,0,2018-08-01,True,74
295138,2018,9,2,2938,2938.0,0,0,2018-09-01,True,75
295138,2018,10,0,0,0.0,0,0,2018-10-01,True,76
295138,2018,11,0,0,0.0,0,0,2018-11-01,True,77
295138,2018,12,3,1689,1689.0,0,0,2018-12-01,True,78
295147,2017,1,0,0,0.0,0,0,2017-01-01,False,-4
295147,2017,2,0,0,0.0,0,0,2017-02-01,False,-3
295147,2017,3,0,0,0.0,0,0,2017-03-01,False,-2
295147,2017,4,0,0,0.0,0,0,2017-04-01,False,-1
295147,2017,5,0,0,0.0,0,0,2017-05-01,True,0
295147,2017,6,5,11495,11495.0,0,0,2017-06-01,True,1
295147,2017,7,2,1536,1536.0,0,0,2017-07-01,True,2
295147,2017,8,2,4792,4792.0,486,87,2017-08-01,True,3
295147,2017,9,4,2684,2684.0,0,0,2017-09-01,True,4
295147,2017,10,2,2922,2922.0,482,87,2017-10-01,True,5
295147,2017,11,0,0,0.0,0,0,2017-11-01,True,6
295147,2017,12,0,0,0.0,0,0,2017-12-01,True,7
295147,2018,1,1,2116,2116.0,0,0,2018-01-01,True,8
295147,2018,2,1,1577,1577.0,0,0,2018-02-01,True,9
295147,2018,3,0,0,0.0,0,0,2018-03-01,True,10
295147,2018,4,0,0,0.0,0,0,2018-04-01,True,11
295147,2018,5,0,0,0.0,0,0,2018-05-01,True,12
295147,2018,6,5,8365,8365.0,0,0,2018-06-01,True,13
295147,2018,7,1,1518,1518.0,689,124,2018-07-01,True,14
295147,2018,8,1,1293,1293.0,0,0,2018-08-01,True,15
295147,2018,9,4,9760,9760.0,367,66,2018-09-01,True,16
295147,2018,10,1,1131,1131.0,0,0,2018-10-01,True,17
295147,2018,11,3,7467,7467.0,0,0,2018-11-01,True,18
295147,2018,12,0,0,0.0,0,0,2018-12-01,True,19
295205,2017,1,0,0,0.0,0,0,2017-01-01,False,-3
295205,2017,2,0,0,0.0,0,0,2017-02-01,False,-2
295205,2017,3,0,0,0.0,0,0,2017-03-01,False,-1
295205,2017,4,0,0,0.0,0,0,2017-04-01,True,0
295205,2017,5,0,0,0.0,0,0,2017-05-01,True,1
295205,2017,6,3,6681,6681.0,0,0,2017-06-01,True,2
295205,2017,7,2,4070,4070.0,0,0,2017-07-01,True,3
295205,2017,8,5,3480,3480.0,0,0,2017-08-01,True,4
295205,2017,9,0,0,0.0,0,0,2017-09-01,True,5
295205,2017,10,3,1677,1677.0,0,0,2017-10-01,True,6
295205,2017,11,0,0,0.0,0,0,2017-11-01,True,7
295205,2017,12,0,0,0.0,0,0,2017-12-01,True,8
295205,2018,1,0,0,0.0,0,0,2018-01-01,True,9
295205,2018,2,0,0,0.0,0,0,2018-02-01,True,10
295205,2018,3,1,1774,1774.0,0,0,2018-03-01,True,11
295205,2018,4,0,0,0.0,0,0,2018-04-01,True,12
295205,2018,5,0,0,0.0,0,0,2018-05-01,True,13
295205,2018,6,5,6750,6750.0,0,0,2018-06-01,True,14
295205,2018,7,6,10032,10032.0,609,110,2018-07-01,True,15
295205,2018,8,0,0,0.0,0,0,2018-08-01,True,16
295205,2018,9,0,0,0.0,0,0,2018-09-01,True,17
295205,2018,10,1,2467,2467.0,0,0,2018-10-01,True,18
295205,2018,11,0,0,0.0,0,0,2018-11-01,True,19
295205,2018,12,5,9540,9540.0,475,86,2018-12-01,True,20
295217,2017,1,1,1305,1305.0,518,93,2017-01-01,True,7
295217,2017,2,4,9844,9844.0,0,0,2017-02-01,True,8
295217,2017,3,0,0,0.0,0,0,2017-03-01,True,9
295217,2017,4,0,0,0.0,0,0,2017-04-01,True,10
295217,2017,5,1,1984,1984.0,516,93,2017-05-01,True,11
295217,2017,6,0,0,0.0,0,0,2017-06-01,True,12
295217,2017,7,3,5289,5289.0,0,0,2017-07-01,True,13
295217,2017,8,0,0,0.0,0,0,2017-08-01,True,14
295217,2017,9,0,0,0.0,0,0,2017-09-01,True,15
295217,2017,10,0,0,0.0,0,0,2017-10-01,True,16
295217,2017,11,0,0,0.0,0,0,2017-11-01,True,17
295217,2017,12,1,837,837.0,0,0,2017-12-01,True,18
295217,2018,1,1,861,861.0,331,60,2018-01-01,True,19
295217,2018,2,0,0,0.0,0,0,2018-02-01,True,20
295217,2018,3,4,9308,9308.0,0,0,2018-03-01,True,21
295217,2018,4,3,4917,4917.0,0,0,2018-04-01,True,22
